
11852,7570.92
11874,7507.45
11883.8,7475.98
11893.1,7418.72
11898,7391.15
11913.5,7360.56
11915.8,7337.38
11928.7,7308.27
11930.8,7291.99
11944.7,7262.01
11946.5,7250.81
11952.8,7234.9
11961.3,7215.24
11960,7238.9
11968.8,7221.67
11973.2,7212.24
11981.7,7195.28
11979.2,7218.13
11989.2,7197.79
11978.5,7217.71
11969.9,7241.19
11951.3,7276.7
11894.3,7368.06
11842,7429.14
11786,7478.01
11782.2,7458.78
11722.4,7491.25
11738.4,7446.24
11729.8,7424.22
11708.9,7410.48
11733,7357.87
11722,7335.72
11738.1,7288.33
11735,7258.9
11764.3,7201.52
11781.6,7152.41
11788,7116.15
11800.5,7069.31
11830.1,7010.14
11834.6,6973.16
11868.5,6910.14
11882.3,6861.19
11917.6,6794.84
11917.4,6762.41
11936.1,6709.49
11963.7,6648.28
11982.8,6593.16
11990.9,6553.08
12018.4,6490.27
12044.5,6429.44
12056.6,6379.09
12081.9,6317.11
12099.2,6261.44
12112.1,6217.77
12129.2,6162.57
12146.4,6107.29
12165,6049.52
12187.8,5988.6
12201.4,5937.24
12206.5,5904.05
12223.3,5850.33
12239.2,5797.1
12253.3,5747.28
12266.3,5699.13
12278.5,5652.44
12284.8,5622.67
12297.2,5578.7
12307.3,5535.64
12317.2,5495.31
12327,5456.51
12336,5419
12343.8,5383.82
12351.8,5349.44
12359.7,5318.55
12364.5,5286.37
12372.2,5262.68
12375.6,5229.41
12378.9,5202.8
12389.9,5161.11
12392.8,5137.79
12395,5117.54
12395.8,5094.67
12395.9,5073.89
12394.9,5055.61
12392.9,5038.26
12389.6,5019.09
12386.8,5000.27
12381.8,4983.04
12373.6,4973.62
12369.5,4949.14
12360.5,4932.94
12349.4,4920.71
12340,4903.63
12326.5,4890.7
12314,4874.78
12299.3,4857.16
12283.5,4840.79
12263.9,4827.93
12246.8,4809.02
12225.2,4792.62
12200.8,4778.73
12177.4,4761.1
12149.2,4745.07
12124.6,4724.34
12098.2,4703.31
12071.1,4680.99
12040.9,4657.84
12017.9,4629.51
11989.4,4602.97
11960.6,4575.01
11917.9,4552.17
11892.4,4518.75
11869.6,4483.27
11836,4451.41
11826.5,4414.88
11794.8,4378.52
11762.1,4342.44
11730.6,4304.86
11707.5,4262.93
11679.5,4221.92
11654.7,4178.96
11628,4135.32
11579.7,4086.16
11555.8,4039.56
11529.3,3992.63
11503.5,3944.93
11484.2,3895.61
11462.2,3844.74
11435.8,3795.12
11416.7,3744.38
11396.3,3693.43
11398.3,3649.68
11381.5,3598.56
11372.2,3546.87
11359,3495.53
11347.4,3444.1
11338.3,3392.73
11329.3,3341.63
11318.5,3291.19
11314.2,3239.06
11308.3,3189.06
11303.8,3139.33
11298.7,3090.7
11298.5,3041.81
11295.4,2994.68
11296.6,2947.32
11301.8,2899.41
11303.1,2854.12
11307.4,2808.8
11312,2764.58
11318.9,2720.42
11326.1,2677.4
11332.8,2636.4
11341.2,2595.81
11350.1,2556.71
11360.5,2516.77
11371.7,2478.33
11383.9,2441.69
11397.3,2405.81
11412.5,2369.39
11426,2339.04
11443.3,2301.95
11460.5,2270.2
11479.3,2237.85
11498.6,2208.03
11519.3,2178.23
11540.3,2147.95
11563.8,2117.81
11587.7,2090.96
11613.4,2060.36
11638.9,2032.71
11666.3,2007.57
11695.3,1979.17
11725.4,1950.42
11756.5,1925.03
11788.9,1898.07
11822.5,1870.54
11856.3,1845.23
11892.8,1815.28
11930.1,1790.07
11968.1,1759.7
12006.5,1732.55
12047.1,1705.11
12088.4,1674.46
12130.9,1644.79
12172.7,1611.01
12216.9,1579.37
12262.3,1547.83
12307.6,1511.97
12354.1,1477.33
12400,1440.85
12446.9,1401.51
12495.1,1364.02
12542.8,1322.4
12591.1,1280.83
12639.6,1238.58
12687.4,1191.66
12735.7,1145.99
12784.2,1100.3
