
1804.74,-848.554,239,-712
1811.86,-891.431,321,-654
1818.64,-724.999,410,-607
1837.34,-536.698,507,-580
1816.65,-769.51,607,-572
1824.81,-705.419,706,-591
1826.59,-682.86,796,-636
1825.46,-695.832,868,-705
1799.79,-980.046,919,-792
1794.85,-1035.74,947,-889
1751.3,-1211.61,954,-989
-687.558,-938.679,938,-1088
-686.078,-923.58,901,-1182
-694.447,-1027.44,833,-1255
-712.212,-1097.3,785,-1288
698.614,-2911.17,710,-1329
739.677,-2175.65,682,-1342
-104.939,-1621.84,592,-1364
-99.99,-1639.3,527,-1342
-220.66,-1435.41,522,-1334
-320.814,-1202.8,521,-1273
-369.82,-1100.67,527,-1204
-266.121,-930.696,531,-1177
-647.214,-684.102,550,-1111
1788.56,-54.3174,571,-1054
1922.68,-239.629,621,-966
1758.22,-20.4785,680,-885
1669.28,89.7415,757,-820
1631.66,132.147,847,-776
1858.23,-136.91,946,-757
1828,-99.1366,1046,-765
2049.45,-457.518,1141,-798
2031.83,-414.016,1227,-849
2020.42,-393.05,1303,-915
84.5527,-1851.03,1361,-997
74.0953,-1835.42,1404,-1088
64.6083,-1808.84,1443,-1181
57.7043,-1788.95,1477,-1276
53.2825,-1771.91,1509,-1414
50.862,-1769.19,1520,-1513
47.6692,-1746.73,1516,-1634
40.4352,-1756.05,1491,-1732
42.1162,-1737.42,1454,-1825
43.693,-1713.6,1409,-1915
42.0542,-1712.01,1357,-2002
52.5065,-1670.3,1299,-2084
63.3757,-1645.41,1198,-2182
61.5913,-1641.19,1118,-2243
77.1354,-1614.78,1017,-2310
98.899,-1588,930,-2360
108.328,-1574.99,835,-2394
132.937,-1554.15,735,-2390
161.78,-1533.93,623,-2350
156.659,-1538.99,549,-2282
115.444,-1580.31,504,-2193
141.414,-1545.88,500,-2139
1622.45,-3500.71,510,-2134
1852.22,-3283.99,584,-2139
1680.37,-3458.67,675,-2180
1707.33,-3418.35,755,-2241
1805.76,-3336.44,817,-2320
1854.86,-3297.02,858,-2412
1633.13,-3497.56,875,-2511
1611.65,-3513.59,864,-2611
-187.242,-1794.4,820,-2700
-111.264,-1718.56,737,-2755
-192.595,-1779.39,639,-2781
545.098,-4202.23,594,-2784
-445.843,-3452.66,496,-2774
-465.832,-3434.94,447,-2744
-692.198,-3124.41,405,-2669
-790.886,-2987.62,368,-2575
1328.35,-1707.85,321,-2442
1301.87,-1672.01,291,-2346
1068.4,-1387.12,259,-2209
1139.62,-1455.11,267,-2109
1097.76,-1417.72,301,-2014
1090.95,-1408.18,361,-1934
1101.22,-1417.92,444,-1879
1122.53,-1425.89,584,-1865
1265.34,-1629.47,597,-1871
1610.93,-2335.57,594,-1889
1616.95,-2312.55,577,-1973
-550.774,-3250.93,554,-2070
-653.778,-3146.09,483,-2140
-627.423,-3177.62,388,-2172
-841.002,-2922.44,288,-2181
-831.031,-2936.51,169,-2162
-926.759,-2818.35,77,-2124
-978.398,-2751.49,-10,-2072
-983.345,-2743.84,-89,-2009
-1114.85,-2567.43,-153,-1932
-1257.32,-2369.46,-206,-1847
-1384.56,-2193.39,-249,-1755
-1483.97,-2055.16,-285,-1661
668.62,-825.887,-329,-1527
628.785,-771.528,-358,-1431
539.297,-663.634,-366,-1331
337.986,-452.328,-345,-1233
336.689,-451.346,-296,-1145
337.564,-452.882,-220,-1080
241.997,-399.851,-125,-1048
500.09,-596.782,-56,-1053
789.837,-1050.24,-50,-1059
910.073,-1239.29,-64,-1118
-1391.06,-2187.73,-106,-1207
-1538.84,-1953.92,-194,-1253
-1481.6,-2062.18,-294,-1270
-1417.09,-2144.07,-394,-1263
-1594.68,-1896.42,-490,-1234
384.356,-437.1,-572,-1177
-1915.22,580.533,-653,-1087
-1907.41,590.514,-708,-1003
916.363,-138.326,-755,-914
767.944,-281.408,-795,-821
700.93,-325.248,-826,-726
-1930.46,578.503,-851,-628
-1761.61,709.729,-866,-528
-1616.33,813.463,-873,-428
-1613.41,828.462,-878,-307
-1671.41,784.286,-869,-207
-1514.71,891.693,-827,-94
-1527.45,881.816,-775,-8
-1378.16,1017.04,-710,69
-1206.95,1140.89,-629,129
-1007.76,1285.62,-540,175
343.899,-735.281,-446,212
311.334,-759.564,-350,243
292.334,-773.871,-254,272
593.71,-583.694,-155,287
688.669,-506.21,-55,271
744.201,-456.977,35,227
732.984,-466.283,104,154
674.329,-519.11,141,61
590.74,-601.287,139,-30
451.872,-707.729,128,-53
-939.282,1339.96,119,-52
-977.534,1295.77,60,-8
-905.201,1347.79,7,78
-1044.83,1234.46,-24,173
-1070.17,1209.27,-31,273
1014.21,-270.945,-4,369
870.496,-392.499,60,447
886.114,-380.169,135,514
966.312,-318.654,217,573
958.825,-325.198,306,619
1061,-250.631,401,653
1177.69,-150.137,501,667
1255.3,-85.1469,599,648
1269.79,-74.2566,685,597
1235.61,-102.779,746,517
1175.74,-166.367,769,429
1173.51,-169.612,764,404
724.297,-439.438,761,404
95.8215,-778.29,703,421
-227.315,1846.66,614,468
-586.307,1572.3,526,517
-376.968,1745.08,450,583
-398.553,1729.78,395,667
-407.001,1723.88,368,763
-387.843,1738.63,373,864
-252.058,1856.3,406,958
-196.829,1899.94,459,1044
-64.1847,1996.29,528,1117
146.826,2149.85,612,1171
358.956,2297.59,706,1209
574.718,2428.45,802,1237
647.291,2507.38,901,1260
1974.65,487.19,1000,1279
1970.55,480.92,1099,1292
1964.24,474.007,1200,1290
1945.27,458.175,1296,1263
1962.67,490.076,1380,1207
1935.95,448.688,1446,1131
1999.3,520.82,1486,1039
1969.09,474.667,1489,957
1820.69,313.731,1484,944
1323.35,31.9171,1466,943
880.295,-226.972,1384,967
691.457,-371.806,1290,1004
339.745,2276.32,1198,1044
297.214,2245.46,1106,1085
146.966,2126.6,1021,1138
110.648,2097.75,955,1214
134.475,2117.98,916,1306
196.763,2173.59,913,1407
371.727,2321.25,944,1502
500.922,2393.3,1025,1617
685.797,2551.66,1104,1678
992.013,2733.97,1198,1715
1107.27,2843.97,1296,1738
1252.68,2937.39,1395,1753
1412.69,3061.25,1516,1765
1529.23,3143.21,1616,1773
1819.12,410.604,1717,1780
1897.41,302.639,1817,1787
1823.6,3355.44,1918,1793
1759.11,414.394,2015,1773
1750.29,416.184,2082,1701
1849.73,404.263,2099,1602
1753.78,415.039,2065,1509
1771.41,406.15,1980,1459
1659.53,287.898,1880,1461
915.426,2696.78,1782,1483
908.221,2694.74,1688,1520
914.491,2697.72,1601,1570
941.778,2714.19,1532,1643
930.398,2707.96,1493,1735
900.532,2694.52,1490,1835
894.559,2687.69,1526,1928
997.626,2786.68,1584,2010
1208.35,2941.61,1663,2073
1468.02,3123.42,1756,2111
1662.87,3251.71,1854,2135
1806.63,3356.98,1953,2150
1951.79,3449.42,2053,2161
2066.64,3535.22,2154,2169
2159.66,3610.88,2254,2175
3640.27,1767.13,2355,2182
3636.17,1764.55,2456,2189
3630.58,1757.22,2556,2194
3628.75,1743.78,2657,2189
3631.64,1749.07,2748,2150
3642.84,1768.47,2799,2065
3816.01,1509.14,2790,1966
1838.51,362.637,2736,1881
1739.9,412.346,2629,1832
1730.76,422.241,2529,1838
1420.97,3075.54,2433,1868
1343.59,3012.68,2347,1920
1363.17,3027.98,2269,2012
1388.29,3052.11,2235,2106
1404.21,3065.63,2233,2207
1591.56,3225.35,2258,2304
1630.91,3254.69,2306,2392
1704,3310.15,2370,2470
1975.09,3505.01,2450,2530
2194.82,3660.37,2543,2570
2406.73,3803.23,2660,2601
3559.83,1653.76,2759,2619
3546.28,1643.37,2858,2633
3542.67,1644.88,2959,2638
3528.86,1636.25,3056,2614
3770.5,1782.02,3140,2559
3769.46,1696.11,3179,2515
3867.34,1226.64,3225,2442
3739.42,997.533,3271,2357
4022.59,1122.04,3299,2254
3811.21,1007.19,3300,2208
3798.96,1006.19,3354,2105
4298.17,699.399,3566,2082
4064.68,810.717,3663,2103
4889.87,2272.49,3808,2088
4857.05,2423.28,3846,2063
4378.74,2641.7,3905,2022
3645.87,461.917,3944,1998
3655.36,458.014,3959,1965
3629.24,466.076,3927,1838
3657.69,460.723,3860,1764
3344.03,531.697,3718,1681
2042.57,1833.53,3668,1667
3665.92,219.047,3605,1657
3300.32,325.785,3553,1659
2982.62,392.71,3422,1685
2672.95,459.504,3310,1731
3308.81,3318.89,3151,1818
3318.02,3315.75,3065,1871
1735.94,1226.84,2930,1958
1744.11,1219.13,2848,2017
1759.72,1194.48,2772,2082
3376.91,3295.58,2703,2156
3414.71,3270.66,2635,2255
3420.04,3262.54,2585,2365
3398.28,3280.57,2564,2463
3459.75,3215.99,2578,2622
3495.06,3379.32,2543,2716
2774.7,3977.1,2446,2784
2461.38,4025.64,2364,2842
2438.42,4030.95,2312,2927
2403.59,4035.14,2291,3025
2452.35,4029.7,2307,3124
2562.33,4018.08,2363,3206
2632.2,4011.05,2487,3272
2759.35,3987.62,2556,3278
3480.53,3086.12,2579,3259
3487.12,3133.2,2614,3175
1805.93,1169.57,2627,3076
1815.45,1160.45,2610,2986
1810.37,1163.47,2603,2961
3489.79,3155.05,2616,2918
3816.86,3140.06,2653,2826
1811.55,1162.2,2664,2726
1788.47,1172.02,2651,2627
1797.5,1167.09,2625,2529
1780.87,1178.4,2583,2438
1794.52,1167.39,2529,2353
1768.73,1180.8,2465,2275
1789.1,1166.02,2378,2191
1804.35,1164.56,2296,2133
1808.41,1158.95,2204,2091
1857.86,1144.82,2107,2068
1898.84,1138.28,2006,2065
1664.86,1165.31,1906,2075
1271.06,1280.23,1811,2108
688.434,872.883,1727,2163
534.127,900.994,1616,2250
682.188,3780.28,1536,2311
705.129,3799.29,1455,2372
708.034,3792.51,1375,2433
694.255,3787.24,1333,2523
685.308,3786.89,1332,2623
664.911,3769.38,1363,2719
704.97,3930.29,1431,2792
1834.97,4164.62,1539,2845
1895.12,4153.9,1637,2870
1948.25,4143.49,1737,2880
2369.68,4060.35,1874,2852
2615.6,3998.14,1965,2809
2865.3,3947.62,2070,2748
3475.84,3179.22,2153,2692
3471.74,3186.25,2236,2634
3463.55,3220.84,2366,2539
3442.37,3236.09,2448,2480
3627.81,3242.1,2522,2413
1821.79,1144.24,2570,2324
1759.74,1188.02,2596,2227
1787.78,1168.1,2602,2127
1784.07,1166.46,2595,2026
1762.59,1187.89,2577,1927
1748.4,1198.19,2538,1835
1757.67,1193.42,2477,1755
1754.27,1197.44,2397,1694
1746.15,1202.29,2309,1651
1754.35,1193.45,2270,1650
3388.7,3284.02,2269,1653
3393.66,3281.92,2271,1677
3099.38,430.929,2285,1688
2425.92,521.195,2365,1717
2201.06,542.658,2464,1700
2309.04,522.279,2555,1659
2400,503.974,2639,1602
2679.63,471.868,2700,1523
2767.52,460.664,2731,1428
2720.25,465.925,2729,1328
2630.08,474.778,2686,1237
1758.4,840.191,2656,1205
2098.97,2541.64,2615,1185
2545.61,2501.09,2528,1167
2378.6,2495.73,2433,1177
2386.7,2494.02,2317,1209
2400.95,2492.84,2227,1253
2448.19,2482.9,2128,1322
2451.47,2485.19,2041,1406
2476.39,2472.12,1977,1484
2506.36,2459.82,1905,1605
2529.22,2440.67,1874,1700
2547.26,2421.3,1867,1801
2571.66,2395.92,1864,1901
2583.34,2372.76,1882,2000
2557.15,2404.93,1922,2089
2600.99,2342.26,1951,2114
2599.41,2337.74,1951,2114
902.132,351.395,1934,2032
949.855,3191.83,1868,1957
1904.24,3147.7,1775,1923
1883.78,3153,1664,1966
1802.48,3161.62,1592,2036
1793.93,3160.48,1542,2188
1676.49,3179.46,1549,2287
1815.47,3163.6,1606,2369
1870.96,3160.1,1692,2418
1926.7,3148.18,1783,2431
2598.28,2278.52,1811,2422
2598.29,2284.05,1845,2362
911.402,342.982,1853,2287
1416.34,3217.21,1734,2164
1768.85,3181.25,1634,2156
1695.73,3193.01,1536,2177
1626.13,3207.79,1445,2219
1466.18,3225.83,1369,2284
1400.52,3235.51,1313,2454
1423.08,3237.71,1330,2543
1524.87,3230.98,1347,2562
1980.84,3089.24,1349,2560
2292.53,3023.2,1432,2356
2596.33,2335.78,1478,2267
1110.05,288.247,1496,2148
948.28,327.446,1469,2052
952.739,327.873,1409,1924
980.542,321.18,1353,1841
950.994,328.13,1283,1768
995.388,316.695,1201,1710
997.722,315.688,1108,1672
1012.26,323.483,1009,1654
433.592,435.727,909,1651
-169.932,2986.6,792,1681
-153.254,2999.62,701,1724
-268.147,2892.96,618,1780
-148.389,3000.98,556,1859
-170.234,2986.52,509,1948
-260.386,2903.35,485,2046
-181.614,2984.25,478,2146
-203.501,2966.96,483,2247
-218.343,2945.94,514,2342
573.035,3396.41,578,2419
860.262,3364.95,666,2466
959.006,3344.22,766,2481
1222.15,3288.96,864,2463
1564.68,3197.32,952,2414
1820.7,3136.51,1027,2347
2029.99,3088.77,1096,2274
2228.51,3026.08,1161,2196
2596.5,2348.43,1223,2117
2587.77,2360.12,1283,2036
2596.08,2323.54,1342,1954
2587.7,2348.16,1401,1873
938.379,326.296,1447,1784
914.855,336.474,1471,1666
921.461,351.348,1487,1566
911.358,339.093,1492,1483
2093.65,463.812,1482,1423
2483.87,668.174,1430,1314
33.9925,1479.45,1400,1262
10.0153,1291.48,1329,1181
-4.17871,1183.48,1246,1124
14.3564,1319.31,1110,1095
-6.93198,1293.03,1004,1124
-385.336,1570.09,935,1193
-168.422,2006.32,903,1248
-185.453,1981.06,876,1345
2027.08,835.669,896,1443
1923.51,691.202,959,1521
2004.83,793.721,1039,1581
2125.37,967.533,1131,1623
2126.62,968.224,1251,1623
2111.71,943.531,1344,1587
2222.92,1113.12,1414,1516
2139.73,980.153,1443,1420
597.402,1419.45,1440,1362
160.422,294.934,1419,1303
-102.599,794.801,1397,1268
1908.82,-54.7893,1243,1151
553.301,2605.79,1183,1117
673.118,2529.72,1090,1078
723.661,2540.83,971,1069
-449.117,1700.83,822,1126
-382.399,1838.49,757,1202
752.854,2540.5,725,1378
731.207,2545.61,772,1509
704.531,2543.09,839,1585
676.912,2539.2,917,1649
700.277,2569.78,1021,1709
975.262,2984.95,1117,1737
2101.04,2986.7,1297,1721
2130.49,2969.14,1394,1695
2337.26,2845.93,1484,1650
2020.33,258.174,1642,1496
2002.77,249.027,1693,1387
2002.14,252.527,1703,1287
2028.59,260.065,1688,1148
2055.19,275.584,1626,1071
2061.6,191.213,1536,1025
624.264,2508.3,1445,984
666.447,2528.85,1345,984
665.431,2527.35,1245,998
690.516,2533.93,1094,1052
708.294,2539.46,1007,1103
715.458,2539.08,927,1164
728.57,2544.29,864,1242
715.724,2543.16,842,1339
2126.72,1009.6,866,1427
2150.21,1089.62,894,1466
1970.19,745.55,959,1527
1371.03,260.815,1052,1564
1372.97,78.9706,1156,1585
1151.86,134.785,1275,1592
984.595,196.584,1374,1575
2300.9,409.535,1487,1534
2274.79,369.763,1572,1480
1463.4,78.6217,1615,1440
1425.95,85.3458,1692,1328
1423.19,80.8522,1706,1229
670.701,686.23,1693,1183
667.592,696.131,1652,1118
809.892,1862.18,1615,1081
1117.24,2028.73,1511,1019
901.222,1928.93,1413,999
1591.81,2042.62,1347,1004
1319.79,2078.88,1220,1062
1336.68,2075.96,1143,1127
1339.44,2065.97,1080,1205
1382.8,2060.63,1036,1296
1407.84,2052.67,1024,1395
1418.91,2042.33,1046,1474
1407.86,2048.94,1056,1484
1999.37,1837.64,1060,1477
-226.639,-48.0087,1067,1352
-231.474,-39.9129,1059,1258
-238.533,-33.0403,1050,1157
-252.915,-21.9791,1040,1057
-254.968,-16.7557,1019,960
-150.789,-123.054,880,899
-256.493,-19.8228,785,932
1381.68,2069.68,663,1003
1448.36,2011.11,588,1069
1423.41,2032.2,515,1139
1378.45,2072.86,472,1268
1441.71,2005.94,495,1365
1462.03,1985.31,569,1483
1450.95,2005.36,664,1514
1589.02,1989.98,817,1431
1990.48,1848.86,869,1345
-221.931,-42.964,915,1234
-223.914,-44.3444,922,1134
-251.268,-24.1557,912,1034
-247.815,-29.8518,819,912
-239.552,-33.2187,700,919
-226.346,-45.6251,606,954
1413.64,2039.14,516,1029
1429.44,2026.93,487,1125
1431.01,2019.71,493,1245
1435.37,2016.48,514,1343
1450.92,1998.92,588,1483
1442.59,2008.14,747,1547
1425.91,2036.62,837,1503
1459.52,2019.23,903,1429
-223.11,-44.8085,995,1353
-234.892,-41.0288,1011,1255
-234.537,-37.4739,978,1118
-255.291,-18.6465,977,1018
-252.673,-20.7447,990,919
-269.056,-2.82118,978,819
-270.083,-2.82533,921,737
-288.12,15.248,841,677
-285.036,22.5801,746,650
-276.051,3.67395,656,693
-254.106,-19.2387,576,751
-232.261,-39.449,488,799
-214.92,-54.8605,400,846
1421.41,2032.52,328,915
1425.37,2030.43,296,1010
1435.21,2017.83,292,1111
1445.18,2007.92,303,1194
-495.134,2743.41,319,1238
-453.045,2765.1,330,1306
-768.196,1727.39,340,1380
1869.02,1884.3,373,1469
1895.97,1800.54,452,1558
1899.15,1790.93,567,1593
1867.65,1856.82,667,1602
1897.06,1813.11,802,1569
1882.09,1848.23,869,1495
2040.82,731.956,899,1378
2071.93,777.719,917,1279
2053.32,737.939,912,1158
1938.6,459.186,880,1064
1774.6,92.9772,821,982
1625.53,-240.657,715,882
-637.68,1191.01,675,851
-688.757,1161.77,595,782
-690.688,1172.23,504,702
-518.795,1892.47,459,676
40.8355,2187.49,366,658
90.3393,2189.97,265,649
106.249,2190.34,107,680
137.693,2189.32,-16,746
131.873,2192.62,-78,824
142.369,2186.16,-77,960
103.673,2192.55,16,1063
87.132,2190.57,108,1103
1588.65,56.7181,245,1089
1592.81,61.9761,337,1046
1595.35,59.1516,473,912
1615.24,88.7549,497,793
1621.87,103.658,504,673
1625.28,120.266,491,573
1377.16,-370.221,404,393
-1471.56,458.854,273,269
-1475.37,475.89,180,230
-1471.49,491.868,80,223
-1474.04,475.223,-34,260
-1474.73,468.227,-94,338
120.76,2184.75,-98,497
-1242.68,1286.13,-74,550
-856.629,926.452,-41,634
-487.831,1353.69,-1,713
828.207,1050.56,92,783
823.95,1058.01,173,790
1066.98,875.696,183,785
-814.789,707.867,172,746
-808.917,638.199,134,656
-808.44,771.627,32,595
-803.362,781.948,-68,595
-808.279,786.774,-141,632
-469.893,1368.11,-147,642
-407.443,1469.95,-131,651
607.307,368.668,-22,628
-413.615,-318.958,10,578
297.654,-1102.91,5,534
293.791,-1103.89,-3,484
315.449,-1098.66,-6,457
318.691,-1095.68,-30,368
287.089,-1253.44,-102,300
345.475,-1087.91,-192,257
-1702.73,-30.1847,-286,223
-1704.23,-27.6684,-380,187
-1710.99,-6.43852,-458,126
-1711.92,4.82621,-557,130
-1704.54,-20.554,-648,172
-1969.03,140.647,-696,258
-715.27,1995.06,-693,358
-592.73,2013.28,-657,452
-605.19,2009.63,-582,517
372.82,-1074.77,-500,524
369.088,-1072.96,-420,488
340.418,-1074.72,-364,424
347.591,-1089.69,-312,338
-1701.24,-31.3045,-281,242
363.061,-1081.2,-281,142
374.703,-1077.58,-308,45
412.951,-1047.03,-360,-40
-1709.48,37.3822,-448,-84
-1700.16,-75.9511,-544,-59
-1708.75,37.0109,-615,11
-2164.3,292.561,-629,109
-1557.2,913.596,-612,167
-895.477,1241.11,-598,185
-913.272,1238.06,-543,223
-713.359,1651.5,-449,258
1224.87,311.18,-330,265
1224.15,326.922,-253,204
-1765.37,-912.837,-242,128
-1767.17,-885.43,-255,28
-1772.36,-906.388,-292,-105
-1783,-895.305,-322,-189
-1770.17,-886,-412,-345
-1787.17,-874.825,-504,-423
-1796.57,-867.578,-599,-454
-1929.98,-361.133,-659,-467
-1624.98,-1325.93,-726,-512
-698.724,-1720.85,-784,-562
-680.005,-1719.49,-871,-609
-1884.81,-1401.97,-970,-612
-68.1995,558.513,-1040,-569
-1404.69,870.516,-1074,-477
-1225.53,918.347,-1034,-388
-65.4905,560.818,-941,-353
-70.7435,572.18,-843,-370
-5.28606,602.189,-753,-415
-743.809,-1727.31,-680,-484
-757.076,-1724.22,-616,-562
-767.759,-1722.91,-569,-651
-750.984,-1729.24,-561,-750
-752.374,-1726.48,-590,-846
-755.348,-1727.85,-657,-920
-722.118,-1725.77,-751,-955
-1921.33,-1326.66,-851,-951
-1916.53,-1347.97,-939,-904
-1907.55,-1364.68,-1015,-838
-1879.97,-1400.19,-1072,-756
-1184.22,918.96,-1136,-682
-1176.12,919.506,-1153,-600
-1189.37,922.732,-1143,-500
-1191.86,924.832,-1114,-404
-1204.83,919.853,-1050,-328
-60.168,560.995,-954,-304
-74.0496,570.158,-854,-318
-95.3648,583.65,-756,-342
-116.29,598.27,-665,-371
111.492,568.707,-585,-409
-764.692,-1722.59,-508,-473
-774.715,-1721.57,-436,-544
-798.915,-1717.27,-378,-626
-482.313,-1794.89,-355,-723
-570.913,-1780.14,-375,-821
-726.527,-1734.45,-435,-900
-789.28,-1721.37,-527,-940
-1930.55,-1314.75,-626,-931
-1922.59,-1333.5,-706,-872
-1913.05,-1356.1,-763,-789
-112.623,591.547,-794,-694
-153.471,596.578,-778,-611
-1365.67,377.76,-737,-558
-163.169,621.607,-665,-507
261.355,-1763.18,-529,-503
-203.202,-1942.65,-483,-536
712.866,-634.04,-473,-546
718.319,-621.674,-422,-614
715.392,-616.266,-406,-638
717.69,-613.386,-397,-652
716.694,-613.494,-397,-652
712.713,-613.924,-397,-652
712.713,-613.924,-397,-652
712.713,-613.924,-397,-652
716.694,-613.494,-397,-652
715.699,-613.601,-397,-652
713.708,-613.817,-397,-652
722.354,-545.727,-397,-652
720.38,-546.063,-397,-652
650.38,-330.256,-397,-652
647.139,-321.42,-397,-652
579.999,-142.787,-397,-652
584.144,-154.015,-376,-689
-2998.96,-1468.57,-351,-740
1353.67,122.001,-351,-741
1534.45,162.494,-344,-755
909.065,-10.673,-312,-805
534.419,-88.013,-251,-884
531.898,-82.7148,-177,-918
1691.52,256.058,-111,-966
2646.89,583.445,-70,-1034
805.324,-101.897,-58,-1048
473.955,-51.8544,18,-1084
666.587,6.44995,96,-1096
993.631,111.625,178,-1149
1613.14,295.583,260,-1206
1899.71,385.131,338,-1270
2685.98,395.475,378,-1320
2013.78,161.891,388,-1328
2695.07,270.39,418,-1369
549.833,-27.9734,423,-1370
582.975,32.846,502,-1361
1680.23,342.393,596,-1391
3156.56,445.896,656,-1457
775.58,23.1975,656,-1457
